title,url,source,category,college,location,description,department,specialization,systemGroup
"Communications Manager - College of Education - Houston, Texas, United States - of Education Staff Full-Time UH Central Dean, Education As communications manager for the",https://careers.uh.edu/jobs/communications-manager-college-of-education-houston-texas-united-states,TX,Faculty,University of Houston,"Houston, TX",,"of Education Staff Full-Time UH Central Dean, Education As communications manager for the","of Education Staff Full-Time UH Central Dean, Education As communications manager for the",Texas
Community Education Instructors (non-credit) Region: Southern Tier Open until filled,http://oneonta.interviewexchange.com/jobofferdetails.jsp?JOBID=168160,NY,Faculty,SUNY Oneonta,"SUNY Oneonta, NY",,,,New York Public
Community Studies Program Lecturer Pool,https://recruit.ucsc.edu/JPF01966,UC,Faculty,UC Santa Cruz,"Santa Cruz, CA",,,,California Public
Comprehensive Ophthalmologist (Open Rank Faculty) — Ophthalmology - OphthCarCr - 413249,https://unc.peopleadmin.com/postings/314174,NC,Faculty,UNC-Chapel Hill,"Chapel Hill, NC",,Ophthalmology - OphthCarCr,Ophthalmology - OphthCarCr,
Comprehensive Ophthalmology (Assistant Professor),https://apply.interfolio.com/176671,NY,Faculty,University of Rochester,"School of Medicine and Dentistry, NY","Due to continued clinical and academic growth, the University of Rochester Flaum Eye Institute is recruiting faculty across all the sub-subspecialties. We currently have an opening for a comprehensive ophthalmologist at the Assistant Professor level. All positions include generous start-up packages commensurate with experience. ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Walk into established clinical and surgical volumes, including a large number of&nbsp;cataract surgeries ·&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; Integrated optometric practice ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Support from and the opportunity to teach within a growing residency program ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Administrative and technical staff invested in your success and world-leading&nbsp;diagnostic imaging professionals ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;State-of-art facilities and opportunities to practice at modern satellite locations. &nbsp; The&nbsp; University of Rochester Flaum Eye Institute &nbsp;is a nationally recognized center for patient care, education and research in ophthalmology founded on the principles of collaboration and continuous learning. Flaum Eye Institute has a strong history of being at the forefront of clinical innovation and offers faculty the opportunity to interact with thought leaders in optics and every discipline of visual science imaginable through the University of Rochester. Rochester &nbsp;is at the center of a dynamic region encompassing the&nbsp; Finger Lakes ,&nbsp; Western , and&nbsp; Central New York . Located among sparkling lakes, progressive urban areas, and world renowned institutions of culture and higher learning, it offers an attractive environment that is family friendly and conducive to a work / life balance. The University of Rochester features top-ranked research and medical education and is committed to diversity.",,,New York Public
Computational Media Department: Adjunct Professor Pool,https://recruit.ucsc.edu/JPF01915,UC,Faculty,UC Santa Cruz,"Santa Cruz, CA",,,,California Public
Computational Media Department: Lecturer Pool,https://recruit.ucsc.edu/JPF01916,UC,Faculty,UC Santa Cruz,"Santa Cruz, CA",,,,California Public
"Computer Information Systems, Assistant Professor",https://csucareers.calstate.edu/en-us/job/555059/computer-information-systems-assistant-professor,CSU,Instructional Faculty – Tenured/Tenure-Track,"California State Polytechnic University, Pomona","Pomona, CA",,,,California Public
Computer Science - Assistant Professor - 527827,https://careers.ua.edu/jobs/computer-science-assistant-professor-527827-tuscaloosa-alabama-united-states,AL,Faculty,University of Alabama,"Tuscaloosa, AL",,,,Alabama
Computer Science - Associate Professor - 527828,https://careers.ua.edu/jobs/computer-science-associate-professor-527828-tuscaloosa-alabama-united-states,AL,Faculty,University of Alabama,"Tuscaloosa, AL",,,,Alabama
Computer Science - Professor - 527829,https://careers.ua.edu/jobs/computer-science-professor-527829-tuscaloosa-alabama-united-states,AL,Faculty,University of Alabama,"Tuscaloosa, AL",,Professor — 527829,Professor — 527829,Alabama
Computer Science and Engineering Department: Adjunct Professor Pool,https://recruit.ucsc.edu/JPF01917,UC,Faculty,UC Santa Cruz,"Santa Cruz, CA",,,,California Public
Computer Science and Engineering Department: Lecturer Pool,https://recruit.ucsc.edu/JPF01918,UC,Faculty,UC Santa Cruz,"Santa Cruz, CA",,,,California Public
Computer Science Assistant Professor,https://csucareers.calstate.edu/en-us/job/554599/computer-science-assistant-professor,CSU,Instructional Faculty – Tenured/Tenure-Track,"California State University, Fresno","Fresno, CA",,,,California Public
COMX 111US Public Speaking Instructor Non-Tenure Track (Applicant Pool),https://jobs.montana.edu/postings/50111,MT,Faculty,Montana State University,"Bozeman, MT",,,,
CON: Nurse Anesthesia (CRNA) Faculty — AAH CON Adv Nurs Pract and Educ,https://ecu.peopleadmin.com/postings/87133,NC,Faculty,East Carolina University,"Greenville, NC",,AAH CON Adv Nurs Pract and Educ,AAH CON Adv Nurs Pract and Educ,
Construction Management Assistant Professor,https://csucareers.calstate.edu/en-us/job/554717/construction-management-assistant-professor,CSU,Instructional Faculty – Tenured/Tenure-Track,"California State University, Fresno","Fresno, CA",,,,California Public
Construction Management Faculty Region: Southern Tier Open until filled,https://delhi.interviewexchange.com/jobofferdetails.jsp?JOBID=173528,NY,Faculty,SUNY Delhi,"SUNY Delhi, NY",,,,New York Public
Construction Management Instructor - Pool - UCLA Extension,https://recruit.apo.ucla.edu/JPF10737,UC,Faculty,UCLA,"Los Angeles, CA",,Pool — UCLA Extension,Pool — UCLA Extension,California Public
"Construction Technology Instructor- Workforce Development, Contractual Region: Western New York Open until filled",http://sunyjcc.hrmdirect.com/employment/view.php?req=3307266,NY,Faculty,SUNY Jamestown Community College,"SUNY Jamestown Community College, NY",,,,New York Public
Construction Trades Non-Tenure Track Faculty - Gallatin College (Applicant Pool),https://jobs.montana.edu/postings/49982,MT,Faculty,Montana State University,"Bozeman, MT",,Gallatin College (Applicant Pool),Gallatin College (Applicant Pool),
"Consultative and Non-Invasive Cardiologist, Assistant/Associate/Full Professor, Internal Medicine, Cardiology, Southampton (175538)",https://apply.interfolio.com/175538,NY,Faculty,Stony Brook University (SUNY),"Southampton, NY","The Division of Cardiology at The Heart Institute, The Heart Institute at Stony Brook Medicine is seeking an outstanding Consultative and/or Non-Invasive Imaging cardiologist to help expand and shape cardiovascular services on the East End of Long Island.&nbsp; This is a unique opportunity where leadership in patient care, program development, and access to advanced services will have a direct and lasting impact on the community.&nbsp;&nbsp; You will be part of a warm, collegial, general cardiology practice committed to excellence in patient care in both outpatient and inpatient settings, with clear paths to local and system-wide leadership in care. This role offers opportunities in non-invasive imaging (echocardiograms, nuclear imaging, vascular imaging, CT etc.) to serve one of the most beautiful coastal communities in the Northeast against a population of 1.7 million people in Suffolk County. Stony Brook Southampton Hospital (SBSH) is a vital part of the Stony Brook Medicine system, serving the East End of Long Island with a strong commitment to delivering outstanding, community-focused care anchored in the academic excellence of a world-class medical center.&nbsp; As a community-centered hospital, SBSH combines the personalized attention of a neighborhood institution with the resources, innovation, and expertise of a leading academic health system.&nbsp;&nbsp; Provide high-quality ambulatory cardiovascular care within Heart Institute faculty practices, with a customized balance of urgent access clinic, longitudinal follow-up, and selected inpatient consultative responsibilities based on the candidate’s interests and expertise. Located in the heart of Southampton Village, SBSH has been consistently recognized as one of the region’s top workplaces by Newsday—a testament to its collegial culture and exceptional care.&nbsp; The South Fork is also home to the Shinnecock Nation, a self-governing, state-recognized Indigenous tribe, and offers unique connections to cult",,,New York Public
"Consultative Cardiologist, Assistant/Associate Professor, Internal Medicine, Cardiology (174697)",https://apply.interfolio.com/174697,NY,Faculty,Stony Brook University (SUNY),"Stony Brook, NY","The Division of Cardiology at The Heart Institute, Stony Brook University Hospital, seeks a full-time academic clinical consultative cardiologist to join our expanding cardiovascular program.&nbsp; This position offers a robust and flexible mix of inpatient and outpatient clinical responsibilities within a major university-based Heart Institute.&nbsp; This position is designed for talented early-career cardiologists seeking breadth, autonomy, and a clear runway to either niche program development within a high-volume academic Heart Institute or general, high-level cardiac consultative care.&nbsp; Clinical effort, areas of focus, and academic activities will be tailored to align with individual strengths, subspecialty interests, and long-term career goals. You will be part of a collegial, innovative, nationally recognized and award-winning faculty committed to excellence in patient care, mentoring, and teaching.&nbsp; We serve a population of 1.7 million people in Suffolk County, with additional patients from the tri-state region.&nbsp; Stony Brook University Hospital has been ranked among the top 100 Hospitals for cardiac care by Healthgrades since 2016.&nbsp;&nbsp; Provide high-quality cardiovascular care within faculty practices and/or inpatient services at Stony Brook, with a tailored to professional development and with flexibility to shape a practice that balances longitudinal clinic, inpatient consultation, and targeted program-building. Based on interest and expertise, the successful candidate may help develop or seek leadership in one or more of the following focus areas: Preventive and Wellness Cardiology, Cardiovascular care for Underserved and Unmet Needs Communities, Sports Cardiology and Adult Congenital Cardiology. For candidates with appropriate training and certification, the role can incorporate protected and integrated time for echocardiography, including TTE/TEE, imaging consultation, quality initiatives, cardiac CT and MRI and collaboration/roles",,,New York Public
Continuing and Professional Education Non-Tenure Track Faculty (Applicant Pool),https://jobs.montana.edu/postings/49915,MT,Faculty,Montana State University,"Bozeman, MT",,,,
